trilat,trilong,ssid,qos,transid,firsttime,lasttime,lastupdt,netid,type,capabilities,userfound,device,mfgrId,name,country,region,road,city,housenumber,postalcode
50.77781296,15.72649956,FMBxx_6725212,0,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,00:1e:42:c6:75:61,BT,"['null', '10']",True,0,,FMBxx_6725212,PL,województwo dolnośląskie,Karkonoska,,32A,58-540
50.77872086,15.72555637,FMB_140,0,20240711-00000,2024-07-11T08:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,00:1e:42:eb:9b:7c,BT,"['null', '10']",False,0,,FMB_140,PL,województwo dolnośląskie,Karkonoska,,,58-540
50.79995346,15.83345699,,0,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,00:1e:42:f6:0c:b2,BT,"['null', '10']",True,0,,,PL,województwo dolnośląskie,Zamkowa,,,58-530
50.8155365,15.67533493,,0,20240708-00000,2024-07-08T16:00:00.000Z,2024-07-08T14:00:00.000Z,2024-07-08T15:00:00.000Z,00:1e:ae:53:44:1f,BT,"['Handsfree', '10']",True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.8156662,15.67512989,,0,20240707-00000,2024-07-07T16:00:00.000Z,2024-07-07T12:00:00.000Z,2024-07-07T12:00:00.000Z,00:23:3d:15:e5:91,BT,"['Handsfree', '10']",True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.78216934,15.76339817,,0,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,00:23:3d:16:fc:91,BT,"['Handsfree', '10']",True,0,,,PL,województwo dolnośląskie,Konstytucji 3 Maja,,3,58-540
50.8155365,15.67524815,,0,20240705-00000,2024-07-05T10:00:00.000Z,2024-07-05T05:00:00.000Z,2024-07-05T05:00:00.000Z,00:23:3d:1e:f0:6a,BT,"['Handsfree', '10']",True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.79260254,15.78295898,,0,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,00:25:65:89:6f:ed,BT,"['Handsfree', '10']",True,0,,,PL,województwo dolnośląskie,Turystyczna,Ścięgny,,58-534
50.81545639,15.67532635,,0,20240705-00000,2024-07-05T07:00:00.000Z,2024-07-05T05:00:00.000Z,2024-07-05T05:00:00.000Z,00:26:7e:4d:43:6e,BT,"['Handsfree', '10']",True,0,,,PL,województwo dolnośląskie,Żołnierska,,65,58-562
50.81560898,15.67510796,,0,20240707-00000,2024-07-07T14:00:00.000Z,2024-07-07T12:00:00.000Z,2024-07-07T12:00:00.000Z,00:26:7e:b8:a1:cb,BT,"['Handsfree', '10']",True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.77754593,15.72366714,,0,20240711-00000,2024-07-11T08:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,00:3b:59:10:79:79,BLE,['Misc'],False,0,6.0,,PL,województwo dolnośląskie,,,,58-540
50.81558228,15.6750145,,0,20240705-00000,2024-07-05T08:00:00.000Z,2024-07-05T05:00:00.000Z,2024-07-05T05:00:00.000Z,00:54:af:08:e1:cd,BT,"['Handsfree', '10']",True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.78047943,15.73663044,D1534212,0,20240711-00000,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,00:a0:50:35:95:c6,BLE,['Misc'],False,0,,D1534212,PL,województwo dolnośląskie,Myśliwska,,19A,58-540
50.81554413,15.67536163,,0,20240705-00000,2024-07-05T06:00:00.000Z,2024-07-05T05:00:00.000Z,2024-07-05T05:00:00.000Z,00:bc:97:f0:f2:e6,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.79141617,15.77538109,,0,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,01:02:ca:c8:e1:17,BLE,['Misc'],True,0,6.0,,PL,województwo dolnośląskie,Turystyczna,Ścięgny,,58-534
50.81554794,15.67511463,,0,20240707-00000,2024-07-07T15:00:00.000Z,2024-07-07T12:00:00.000Z,2024-07-07T12:00:00.000Z,01:09:f9:8e:b3:59,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.7774353,15.72382736,,0,20240711-00000,2024-07-11T08:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,01:41:72:bb:85:03,BT,"['Uncategorized', '10']",False,0,,,PL,województwo dolnośląskie,,,,58-540
50.77731705,15.74378109,,0,20240710-00000,2024-07-10T11:00:00.000Z,2024-07-10T09:00:00.000Z,2024-07-10T10:00:00.000Z,01:71:66:5c:96:0b,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Rybacka,,8,58-540
50.77731705,15.74378872,,0,20240710-00000,2024-07-10T11:00:00.000Z,2024-07-10T09:00:00.000Z,2024-07-10T10:00:00.000Z,02:1a:82:a0:bf:f3,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Rybacka,,8,58-540
50.77774811,15.74490356,,0,20240710-00000,2024-07-10T12:00:00.000Z,2024-07-10T09:00:00.000Z,2024-07-10T10:00:00.000Z,02:3d:a0:10:9f:23,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Konstytucji 3 Maja,,,58-540
50.81555176,15.67534447,,0,20240704-00000,2024-07-04T07:00:00.000Z,2024-07-04T18:00:00.000Z,2024-07-04T18:00:00.000Z,02:56:51:97:b4:fa,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.79973984,15.83359432,,0,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,02:8c:10:cf:8c:49,BLE,['Misc'],True,0,6.0,,PL,województwo dolnośląskie,Zamkowa,,9,58-530
50.77737808,15.74378681,,0,20240710-00000,2024-07-10T11:00:00.000Z,2024-07-10T09:00:00.000Z,2024-07-10T10:00:00.000Z,02:e0:62:ed:60:1a,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Rybacka,,8,58-540
50.8121109,15.7628336,,0,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,02:eb:be:8c:2d:dd,BLE,['Misc'],True,0,6.0,,PL,województwo dolnośląskie,Nowowiejska,Miłków,35,58-535
50.81562042,15.67518997,,0,20240712-00000,2024-07-09T10:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,02:fa:96:29:84:b6,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.77787781,15.74787807,,0,20240710-00000,2024-07-10T11:00:00.000Z,2024-07-10T09:00:00.000Z,2024-07-10T10:00:00.000Z,03:02:29:0b:3a:11,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Rybacka,,,58-540
50.81530762,15.67504025,,0,20240704-00000,2024-07-04T15:00:00.000Z,2024-07-04T18:00:00.000Z,2024-07-04T18:00:00.000Z,03:14:d7:96:38:40,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,70,58-562
50.81560135,15.67528343,,0,20240712-00000,2024-07-09T10:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,03:32:e2:e9:59:7f,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.77839279,15.72544098,,0,20240711-00000,2024-07-11T08:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,03:43:cf:2b:ca:15,BLE,['Misc'],False,0,6.0,,PL,województwo dolnośląskie,Na Śnieżkę,,2A,58-540
50.77737045,15.72399712,,0,20240711-00000,2024-07-11T08:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,03:c3:91:d5:0b:a8,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Na Śnieżkę,,,58-540
50.77783203,15.74417019,O_GT_V1_B8,0,20240710-00000,2024-07-10T12:00:00.000Z,2024-07-10T09:00:00.000Z,2024-07-10T10:00:00.000Z,04:3e:33:43:35:32,BLE,['Misc'],False,0,,O_GT_V1_B8,PL,województwo dolnośląskie,Rybacka,,8,58-540
50.78346634,15.76569366,,0,20240711-00000,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,04:a3:16:7c:ce:8c,BLE,['Misc'],False,0,196.0,,PL,województwo dolnośląskie,Kowarska,,5,58-540
50.77736664,15.7241087,O_T30_04B1,0,20240711-00000,2024-07-11T08:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,04:b1:36:44:32:31,BT,"['Uncategorized', '10']",False,0,,O_T30_04B1,PL,województwo dolnośląskie,Na Śnieżkę,,,58-540
50.81556702,15.67521858,Redmi N4x,0,20240705-00000,2024-07-05T11:00:00.000Z,2024-07-05T05:00:00.000Z,2024-07-05T05:00:00.000Z,04:b1:67:70:89:f1,BT,"['Smartphone', '10']",True,0,,Redmi N4x,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.79210663,15.77768993,,0,20240710-00000,2024-07-08T15:00:00.000Z,2024-07-10T09:00:00.000Z,2024-07-10T10:00:00.000Z,04:b9:e3:40:65:a3,BLE,['Misc'],False,0,117.0,,PL,województwo dolnośląskie,,Ścięgny,,58-534
50.77724457,15.72438717,Xiaomi Band 8 Active 0716,0,20240711-00000,2024-07-11T08:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,04:da:28:17:07:16,BLE,['Misc'],False,0,,Xiaomi Band 8 Active 0716,PL,województwo dolnośląskie,Na Śnieżkę,,,58-540
50.77717972,15.72398949,,0,20240711-00000,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,05:2b:a9:d8:b9:51,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,,,,58-540
50.79278946,15.78021431,,0,20240711-00000,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,05:80:2e:a8:23:7c,BLE,['Misc'],False,0,6.0,,PL,województwo dolnośląskie,Turystyczna,Ścięgny,,58-534
50.77761841,15.72519493,,0,20240711-00000,2024-07-11T08:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,05:b7:0d:b1:c4:be,BLE,['Misc'],False,0,6.0,,PL,województwo dolnośląskie,Na Śnieżkę,,,58-540
50.77812195,15.72536564,,0,20240711-00000,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,05:d3:3a:15:ed:d6,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Na Śnieżkę,,1,58-540
50.77815247,15.72537327,,0,20240711-00000,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,05:f5:ec:67:27:de,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Na Śnieżkę,,1,58-540
50.81554031,15.67519474,,0,20240704-00000,2024-07-04T20:00:00.000Z,2024-07-04T18:00:00.000Z,2024-07-04T18:00:00.000Z,06:84:55:6c:60:12,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.7772522,15.72390461,,0,20240711-00000,2024-07-11T08:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,06:b9:ac:42:c7:d5,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,,,,58-540
50.77737427,15.72399521,,0,20240711-00000,2024-07-11T08:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,06:e6:b8:1e:79:bd,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Na Śnieżkę,,,58-540
50.81544113,15.67512798,,0,20240705-00000,2024-07-05T12:00:00.000Z,2024-07-05T05:00:00.000Z,2024-07-05T05:00:00.000Z,07:4b:62:eb:ea:44,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.81554794,15.67504025,,0,20240712-00000,2024-07-09T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,07:67:a2:b3:17:c9,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.81554413,15.67508698,,0,20240712-00000,2024-07-09T04:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,07:76:72:d2:17:4f,BLE,['Misc'],True,0,6.0,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.77794647,15.747756,,0,20240710-00000,2024-07-10T12:00:00.000Z,2024-07-10T09:00:00.000Z,2024-07-10T10:00:00.000Z,07:b9:5c:c3:2d:ae,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Rybacka,,,58-540
50.77733994,15.72396183,,0,20240711-00000,2024-07-11T08:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,08:1e:2f:5f:c7:aa,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,,,,58-540
50.7927742,15.77778435,,0,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,08:ef:3b:f6:6c:0a,BT,"['HiFi', '10']",True,0,,,PL,województwo dolnośląskie,Turystyczna,Ścięgny,,58-534
50.78337479,15.75572491,,0,20240711-00000,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,08:fb:ea:3b:44:89,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Kolejowa,,14,58-540
50.8155632,15.67514706,,0,20240705-00000,2024-07-05T11:00:00.000Z,2024-07-05T05:00:00.000Z,2024-07-05T05:00:00.000Z,09:8d:f8:51:73:f3,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.81554031,15.67519569,,0,20240704-00000,2024-07-04T13:00:00.000Z,2024-07-04T18:00:00.000Z,2024-07-04T18:00:00.000Z,09:c2:0d:98:b1:f8,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.81577682,15.67504978,,0,20240708-00000,2024-07-08T17:00:00.000Z,2024-07-08T14:00:00.000Z,2024-07-08T15:00:00.000Z,09:cf:87:07:ab:60,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.7773819,15.72401047,,0,20240711-00000,2024-07-11T08:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,09:d4:44:d9:23:3a,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Na Śnieżkę,,,58-540
50.8295784,15.77552509,,0,20240710-00000,2024-07-08T15:00:00.000Z,2024-07-10T09:00:00.000Z,2024-07-10T10:00:00.000Z,0a:13:9f:cc:7d:47,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Wojska Polskiego,Mysłakowice,38,58-533
50.79906082,15.82590199,,0,20240711-00000,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,0a:19:42:4c:54:ce,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Karkonoska,,4,58-530
50.81563568,15.67502689,,0,20240704-00000,2024-07-04T17:00:00.000Z,2024-07-04T18:00:00.000Z,2024-07-04T18:00:00.000Z,0a:c0:92:cd:0a:33,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.81547546,15.67519283,,0,20240708-00000,2024-07-08T04:00:00.000Z,2024-07-08T06:00:00.000Z,2024-07-08T06:00:00.000Z,0b:36:0f:65:ab:b7,BLE,['Misc'],True,0,6.0,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.7779007,15.74448872,,0,20240710-00000,2024-07-10T12:00:00.000Z,2024-07-10T09:00:00.000Z,2024-07-10T10:00:00.000Z,0b:45:c3:10:1e:e9,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Rybacka,,8,58-540
50.77742004,15.72420406,,0,20240711-00000,2024-07-11T08:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,0b:7e:f5:26:60:52,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Na Śnieżkę,,,58-540
50.81554413,15.6752882,,0,20240705-00000,2024-07-05T03:00:00.000Z,2024-07-05T05:00:00.000Z,2024-07-05T05:00:00.000Z,0c:62:25:e8:52:2f,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.80018234,15.83285713,,0,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,0c:75:da:75:40:87,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Zamkowa,,,58-530
50.78594208,15.72148037,,0,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,0c:8b:73:00:4b:28,BLE,['Misc'],True,0,6.0,,PL,województwo dolnośląskie,Karkonoska,,,58-540
50.77737045,15.74382973,Suunto Race 2333D0002223,0,20240710-00000,2024-07-10T11:00:00.000Z,2024-07-10T09:00:00.000Z,2024-07-10T10:00:00.000Z,0c:8c:dc:c0:e3:75,BLE,['Misc'],False,0,,Suunto Race 2333D0002223,PL,województwo dolnośląskie,Rybacka,,8,58-540
50.77713394,15.72391891,,0,20240711-00000,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,0c:aa:ca:7c:ad:d8,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Na Śnieżkę,,,58-540
50.77797699,15.74778366,,0,20240710-00000,2024-07-10T11:00:00.000Z,2024-07-10T09:00:00.000Z,2024-07-10T10:00:00.000Z,0c:ec:80:f4:7b:84,BT,"['Uncategorized', '10']",False,0,799.0,,PL,województwo dolnośląskie,Rybacka,,,58-540
50.81544113,15.67512798,Kiox 6502,0,20240705-00000,2024-07-05T12:00:00.000Z,2024-07-05T05:00:00.000Z,2024-07-05T05:00:00.000Z,0c:f3:9f:82:5d:b6,BT,"['Uncategorized', '10']",True,0,,Kiox 6502,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.77720261,15.72393417,,0,20240711-00000,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,0c:f8:70:d3:da:d0,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,,,,58-540
50.77774429,15.74497604,,0,20240710-00000,2024-07-10T12:00:00.000Z,2024-07-10T09:00:00.000Z,2024-07-10T10:00:00.000Z,0d:28:97:02:97:d2,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Konstytucji 3 Maja,,,58-540
50.77742004,15.72411823,,0,20240711-00000,2024-07-11T08:00:00.000Z,2024-07-11T09:00:00.000Z,2024-07-11T09:00:00.000Z,0d:7c:23:1a:ed:57,BLE,['Misc'],False,0,,,PL,województwo dolnośląskie,Na Śnieżkę,,,58-540
50.79967499,15.83360195,,0,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,0d:90:83:db:c7:ca,BLE,['Misc'],True,0,6.0,,PL,województwo dolnośląskie,Zamkowa,,9,58-530
50.81555939,15.67536736,,0,20240707-00000,2024-07-07T14:00:00.000Z,2024-07-07T12:00:00.000Z,2024-07-07T12:00:00.000Z,0d:a1:9a:c5:d4:bc,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.81557083,15.67536259,,0,20240712-00000,2024-07-09T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,0e:14:c9:15:c3:63,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.7926712,15.78791237,,0,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,0e:2b:9a:63:7f:80,BLE,['Misc'],True,0,,,PL,województwo dolnośląskie,Turystyczna,Kostrzyca,,58-534
50.8155632,15.67515182,,0,20240708-00000,2024-07-08T11:00:00.000Z,2024-07-08T06:00:00.000Z,2024-07-08T06:00:00.000Z,0e:35:35:3a:c0:13,BLE,['Misc'],True,0,6.0,,PL,województwo dolnośląskie,Żołnierska,,72,58-562
