trilat,trilong,ssid,qos,transid,firsttime,lasttime,lastupdt,netid,name,type,comment,wep,bcninterval,freenet,dhcp,paynet,userfound,channel,rcois,encryption,country,region,road,city,housenumber,postalcode
50.79308319,15.77785873,U_ZOSI,2,20240710-00000,2024-07-08T15:00:00.000Z,2024-07-31T08:00:00.000Z,2024-07-31T09:00:00.000Z,4C:50:77:B8:9B:46,,infra,,2,0,?,?,?,False,1,0,wpa2,PL,województwo dolnośląskie,366,Ścięgny,,58-534
50.79306412,15.77784729,U_ZOSI,4,20240710-00000,2024-07-08T15:00:00.000Z,2024-07-31T08:00:00.000Z,2024-07-31T09:00:00.000Z,4C:50:77:B8:9B:4B,,infra,,2,0,?,?,?,False,36,0,wpa2,PL,województwo dolnośląskie,366,Ścięgny,,58-534
50.79310226,15.77787304,,2,20240710-00000,2024-07-08T15:00:00.000Z,2024-07-31T08:00:00.000Z,2024-07-31T09:00:00.000Z,4C:50:77:B8:9B:4D,,infra,,2,0,?,?,?,False,36,0,wpa2,PL,województwo dolnośląskie,366,Ścięgny,,58-534
50.79221725,15.80185318,Dolnet_KR2,4,20240711-00000,2024-07-11T09:00:00.000Z,2024-07-31T08:00:00.000Z,2024-07-31T09:00:00.000Z,4E:5E:0C:D6:D4:B1,,infra,,?,0,?,?,?,False,140,0,unknown,PL,województwo dolnośląskie,Karpacka,,,58-530
50.78978348,15.77294827,c63c3d4d,0,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,50:2C:C6:3C:3D:4D,,infra,,2,0,?,?,?,True,1,0,wpa2,PL,województwo dolnośląskie,Turystyczna,Ścięgny,,58-534
50.78978348,15.77294827,c63c3e46,0,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,50:2C:C6:3C:3E:46,,infra,,2,0,?,?,?,True,1,0,wpa2,PL,województwo dolnośląskie,Turystyczna,Ścięgny,,58-534
50.78675461,15.72118282,Orange_Swiatlowod_9560,2,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-31T08:00:00.000Z,2024-07-31T09:00:00.000Z,50:6F:0C:4B:95:60,,infra,,2,0,?,?,?,True,100,0,wpa2,PL,województwo dolnośląskie,Karkonoska,Sosnówka,55A,58-540
50.81676102,15.67731857,TauronRedmi,0,20240712-00000,2024-07-12T10:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,52:A3:9E:D8:94:F9,,infra,,2,0,?,?,?,True,1,0,wpa2,PL,województwo dolnośląskie,Żołnierska,,61,58-562
50.81560516,15.67525005,Galaxy XCover 5E22E,0,20240705-00000,2024-07-05T10:00:00.000Z,2024-07-05T05:00:00.000Z,2024-07-05T05:00:00.000Z,52:F5:F3:82:FB:CA,,infra,,2,0,?,?,?,True,11,0,wpa2,PL,województwo dolnośląskie,Żołnierska,,72,58-562
50.79791641,15.77681637,ZTE_6D4E68,2,20240710-00000,2024-07-08T15:00:00.000Z,2024-07-31T08:00:00.000Z,2024-07-31T09:00:00.000Z,54:1F:8D:6D:4E:68,,infra,,2,0,?,?,?,False,11,0,wpa2,PL,województwo dolnośląskie,366,Ścięgny,,58-534
50.797966,15.77679825,ZTE_6D4E68,2,20240710-00000,2024-07-08T15:00:00.000Z,2024-07-31T08:00:00.000Z,2024-07-31T09:00:00.000Z,54:1F:8D:6F:4E:68,,infra,,2,0,?,?,?,False,36,0,wpa2,PL,województwo dolnośląskie,366,Ścięgny,,58-534
50.79831696,15.82419586,Limonka.pl,0,20240712-00000,2024-07-12T11:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,54:DB:A2:FD:CF:11,,infra,,2,0,?,?,?,True,6,0,wpa2,PL,województwo dolnośląskie,Karkonoska,,,58-530
50.80091476,15.83116245,Limonka-2.4G-0a19ef,2,20240711-00000,2024-07-11T09:00:00.000Z,2024-07-12T06:00:00.000Z,2024-07-12T06:00:00.000Z,54:DB:A2:FE:91:A4,,infra,,2,0,?,?,?,False,11,0,wpa2,PL,województwo dolnośląskie,Zamkowa,,,58-530
